doi,topics,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,N_found,test_p_value_found,effectsize_measure_found,effectsize_value_found,CI_upper_found,CI_lower_found,CI_type_found
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,1,Independent-samples t-test,12,0.14,Unnoticeable,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,2,Binomial test,24,< .05,,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,2,Binomial test,24,< .05,Validity-matrix,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,2,Binomial test,24,< .05,Occlusion,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,2,Binomial test,24,< .05,Unnoticeable,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,3,Wilcoxon signed rank test,12,< .001,,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,3,Wilcoxon signed rank test,12,< .001,Efficiency,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,3,Wilcoxon signed rank test,12,< .01,Effectiveness,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376436,visualization systems and tools;visualization;human-centered computing,3,Wilcoxon signed rank test,12,< .01,Mental demand,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,1,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),25.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,2,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),30.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,3,Friedman Test,18,< 0.001,,1.0,Chi-Square (χ²),14.88,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,4,Friedman Test,18,< 0.01,,1.0,Chi-Square (χ²),10.11,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,5,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),23.11,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,6,Friedman Test,18,< 0.0001,,1.0,Chi-Square (χ²),22.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,7,Friedman Test,18,< 0.001,,1.0,Chi-Square (χ²),16.78,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,8,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),25.44,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,9,Friedman Test,18,< 0.05,,1.0,Chi-Square (χ²),19.44,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,10,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),23.18,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,11,Friedman Test,18,< 0.00001,,1.0,Chi-Square (χ²),28.78,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,12,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-3.79,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,12,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.63,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,13,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,13,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.68,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,14,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-3.79,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,14,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.63,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,15,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-3.96,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,15,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.66,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,16,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-3.96,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,16,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.66,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,17,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,17,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.66,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,18,Wilcoxon Signed Rank Test,18,0.20,,1.0,Z,-1.29,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,19,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-3.37,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,19,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.56,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,20,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-3.01,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,20,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.50,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,21,Wilcoxon Signed Rank Test,18,0.25,,1.0,Z,1.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,22,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-3.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,22,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,23,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-2.65,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,23,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.44,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,24,Wilcoxon Signed Rank Test,18,< 0.05,,1.0,Z,-2.33,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,24,Wilcoxon Signed Rank Test,18,< 0.05,,2.0,r,0.39,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,25,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,25,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.68,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,26,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,26,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.68,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,27,Wilcoxon Signed Rank Test,18,< 0.05,,1.0,Z,-2.17,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,27,Wilcoxon Signed Rank Test,18,< 0.05,,2.0,r,0.36,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,28,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-3.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,28,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,29,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-3.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,29,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,30,Wilcoxon Signed Rank Test,18,0.83,,1.0,Z,0.212,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,31,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-2.89,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,31,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.48,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,32,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-2.76,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,32,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.46,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,33,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-2.61,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,33,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.43,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,34,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,34,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.69,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,35,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,35,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.71,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,36,Wilcoxon Signed Rank Test,18,0.25,,1.0,Z,-1.15,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,37,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.08,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,37,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.68,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,38,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-3.32,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,38,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,39,Wilcoxon Signed Rank Test,18,0.65,,1.0,Z,0.45,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,40,Wilcoxon Signed Rank Test,18,< 0.001,,1.0,Z,-3.30,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,40,Wilcoxon Signed Rank Test,18,< 0.001,,2.0,r,0.55,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,41,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-3.20,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,41,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.53,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,42,Wilcoxon Signed Rank Test,18,< 0.01,,1.0,Z,-2.98,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,42,Wilcoxon Signed Rank Test,18,< 0.01,,2.0,r,0.50,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,43,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.23,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,43,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.71,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,44,Wilcoxon Signed Rank Test,18,< 0.0001,,1.0,Z,-4.16,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376417,human computer interaction (hci);human-centered computing;user studies,44,Wilcoxon Signed Rank Test,18,< 0.0001,,2.0,r,0.69,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,1,Repeated Measure ANOVA,24,< .0001,,1.0,F,12.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,1,Repeated Measure ANOVA,24,.002,LED,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,1,Repeated Measure ANOVA,24,.001,LED+Beep,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,1,Repeated Measure ANOVA,24,< .001,Contextualized Picture,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,UNKNOWN,,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,< .01,Mental Demand,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,.01,Effort,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,UNKNOWN,Temporal Demand,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,UNKNOWN,Frustration,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,UNKNOWN,Physical Demand,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376585,privacy protections;security and privacy;usability in security and privacy,2,Pairwise Comparisons,12,< .05,Fun Level,,,,,,,True,True,True,True,True,True,True
10.1145/3313831.3376324,user models;human-centered computing;graphical user interfaces,1,Bartlett's test,215,< .001,,1.0,Chi-squared,332.48,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376324,user models;human-centered computing;graphical user interfaces,2,Confirmatory Factor Analysis (CFA),215,UNKNOWN,,1.0,Cronbach's alpha,> 0.7,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,1,One-way RM ANOVA (Keyboard sessions),12,< 0.001,,1.0,F,164.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,1,One-way RM ANOVA (Keyboard sessions),12,< 0.001,Tablet vs MirrorPad,1.0,Mean Difference,137.3,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,1,One-way RM ANOVA (Keyboard sessions),12,< 0.001,Tablet vs Laptop,1.0,Mean Difference,139,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,1,One-way RM ANOVA (Keyboard sessions),12,0.979,MirrorPad vs Laptop,1.0,Mean Difference,1.7,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,2,One-way RM ANOVA (Pen sessions),12,< 0.001,,1.0,F,254.3,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,2,One-way RM ANOVA (Pen sessions),12,< 0.001,Laptop vs MirrorPad,1.0,Mean Difference,53.3,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,2,One-way RM ANOVA (Pen sessions),12,< 0.001,Laptop vs Tablet,1.0,Mean Difference,69.1,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,2,One-way RM ANOVA (Pen sessions),12,< 0.001,MirrorPad vs Tablet,1.0,Mean Difference,15.8,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,3,One-way RM ANOVA (All sessions including switching times),12,< 0.001,,1.0,F,84.3,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,3,One-way RM ANOVA (All sessions including switching times),12,< 0.001,MirrorPad vs Tablet,1.0,Mean Difference,125.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,3,One-way RM ANOVA (All sessions including switching times),12,< 0.001,MirrorPad vs Laptop,1.0,Mean Difference,51.9,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,False,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,3,One-way RM ANOVA (All sessions including switching times),12,< 0.001,Laptop vs Tablet,1.0,Mean Difference,74,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,4,Friedman test (NASA TLX overall score),12,< 0.001,,1.0,χ²,20.468,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,4,Friedman test (NASA TLX overall score),12,< 0.01,MirrorPad vs Tablet,1.0,Z,-3.066,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,4,Friedman test (NASA TLX overall score),12,< 0.01,MirrorPad vs Laptop,1.0,Z,-3.061,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,4,Friedman test (NASA TLX overall score),12,0.168,Tablet vs Laptop,1.0,Z,-1.379,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,5,Friedman test (SUS score),12,< 0.001,,1.0,χ²,18.766,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,5,Friedman test (SUS score),12,< 0.01,MirrorPad vs Tablet,1.0,Z,-3.104,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,5,Friedman test (SUS score),12,< 0.01,MirrorPad vs Laptop,1.0,Z,-3.066,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376212,interaction devices;human-centered computing,5,Friedman test (SUS score),12,0.42,Tablet vs Laptop,1.0,Z,-0.806,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,1,one-sided paired t-test,UNKNOWN,< 10^-5,,1.0,F1 score,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,False,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,2,one-sided paired t-test,UNKNOWN,0.02,,1.0,classification performance,7% relative,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,3,one-sided paired t-test,UNKNOWN,0.02,,1.0,correction time,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,4,one-sided paired t-test,UNKNOWN,0.02,,1.0,number of necessary manual operations,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,5,Pearson correlation,UNKNOWN,UNKNOWN,,1.0,ρ,0.61,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,6,Classification performance,UNKNOWN,UNKNOWN,,1.0,F1,0.65,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,6,Classification performance,UNKNOWN,UNKNOWN,,2.0,F0.5,0.68,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,6,Classification performance,UNKNOWN,UNKNOWN,,3.0,F2,0.62,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,7,Classification performance,UNKNOWN,UNKNOWN,,1.0,F1,0.67,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,7,Classification performance,UNKNOWN,UNKNOWN,,2.0,F0.5,0.71,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,7,Classification performance,UNKNOWN,UNKNOWN,,3.0,F2,0.64,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,8,Classification performance,UNKNOWN,UNKNOWN,,1.0,F1,0.61,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,8,Classification performance,UNKNOWN,UNKNOWN,,2.0,F0.5,0.65,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,8,Classification performance,UNKNOWN,UNKNOWN,,3.0,F2,0.57,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,9,Classification performance,UNKNOWN,UNKNOWN,,1.0,F1,0.41,UNKNOWN,UNKNOWN,UNKNOWN,True,True,True,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,9,Classification performance,UNKNOWN,UNKNOWN,,2.0,F0.5,0.39,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
10.1145/3313831.3376815,human computer interaction (hci);human-centered computing,9,Classification performance,UNKNOWN,UNKNOWN,,3.0,F2,0.47,UNKNOWN,UNKNOWN,UNKNOWN,True,True,False,True,True,True,True
