doi,test_id,test_name,N,test_p_value,factor,effectsize_id,effectsize_measure,effectsize_value,CI_upper,CI_lower,CI_type,test_name_correct,ES_correct,ES_name_correct,p_vals_correct,Ns_correct,Cis.correct,fully_correct,added_info,added_undectably_wrong_info,missing,double.reported,format_error,problem_reason,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,16,post-hoc Tukey's HSD,120,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,4,,1,,,,,,1,,,1,0,,,,,,,1,"P-values reported within one test, comma -separated string",done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,28,,1,,,,,,1,,,1,0,,,,,,,1,"P-values reported within one test, comma -separated string",done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,17,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,18,Two-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,18,Two-way ANOVA,234,<0.001,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,18,Two-way ANOVA,234,>0.05,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,18,Two-way ANOVA,234,<0.001,interaction effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,19,one-way ANOVA,120,0.01,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,<0.001,,1,,,,,,1,,,1,0,,,,,,,1,"P-values reported within one test, comma -separated string",done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,7,,1,,,,,,1,,,1,0,,,,,,,1,"P-values reported within one test, comma -separated string",done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,4,,1,,,,,,1,,,1,0,,,,,,,1,"P-values reported within one test, comma -separated string",done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,20,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,21,one-way ANOVA,120,18,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,18,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,22,post-hoc Tukey's HSD,120,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,23,two-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,23,two-way ANOVA,234,>0.05,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,23,two-way ANOVA,234,<0.05,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,23,two-way ANOVA,234,>0.05,interaction effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,24,one-way ANOVA,234,<0.001,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,<0.001,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,<0.001,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,9,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,25,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,26,,,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,21,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,27,one-way aNOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,28,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,28,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,74,,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,29,one-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,30,post-hoc Tukey's HSD,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,8,,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,31,post-hoc Tukey's HSD,234,31,,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,31,one-way ANOVA,234,>0.05,,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3491102.3501999,32,two-way ANOVA,234,,,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,32,two-way ANOVA,234,>0.05,main effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,32,two-way ANOVA,234,>0.05,main effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,32,two-way ANOVA,234,>0.05,interaction effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,,,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,>0.05,main effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,>0.05,main effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,>0.05,interaction effect,1,,,,,,1,,,,,,1,,,,,reported as a single test + factor instead of split in main + interaction,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,33,two-way ANOVA,234,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,34,two-way ANOVA,234,,,1,,,,,,1,,,,,,1,,,,,,,done
10.1145/3491102.3501999,34,two-way ANOVA,234,63,main effect,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3491102.3501999,34,two-way ANOVA,234,>0.05,main effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3501999,34,two-way ANOVA,234,>0.05,interaction effect,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,1,Pearson correlation,1318,<0.01,,1,r,0.2,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,2,paired t-test,86,<0.001,,1,,,,,,1,,,1,1,,,Test-statistic,,,,,,done
10.1145/3491102.3502027,3,Welch Two Sample t-test,86,p<0.001,,1,,,,,,1,,,1,1,,,Test-statistic,,,,,,done
10.1145/3491102.3502027,4,Pearson's correlation,86,>0.05,,1,r,-0.06,,,,1,1,1,0,1,,,,,,,,,done
10.1145/3491102.3502027,5,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,6,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,7,linear mixed-effects model,86,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,7,linear mixed-effects model,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,8,linear mixed-effects model,86,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,8,linear mixed-effects model,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,9,Welch Two Sample t-test,86,<0.001,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,10,linear mixed-effects model,86,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,10,linear mixed-effects model,86,<0.01,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,11,paired t-test,86,64,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,12,Welch Two Sample t-test,86,<0.01,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,13,Welch Two Sample t-test,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,14,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,15,linear mixed-effects model,84,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,15,linear mixed-effects model,84,<0.05,two-way interaction,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,15,linear mixed-effects model,84,>0.05,all other factors,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,16,one-way analysis of variance (ANOVA),84,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,17,linear mixed-effects model,86,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,17,linear mixed-effects model,86,<0.01,intervention type,1,,,,,,,,,,,,,misrecognized as ANOVA,,1,,,,done
10.1145/3491102.3502027,17,linear mixed-effects model,86,>0.05,all other factors,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,18,Tukey's HSD procedure,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,19,Tukey's HSD procedure,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,20,Tukey's HSD procedure,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,21,linear mixed-effects model,86,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,21,linear mixed-effects model,86,<0.05,intervention,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,22,Tukey's HSD procedure,86,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,23,Tukey's HSD procedure,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,24,Tukey's HSD procedure,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,25,Welch Two Sample t-test,86,p<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,26,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,27,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,28,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,29,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,30,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,31,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3502027,32,Welch Two Sample t-test,86,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,1,Meta analysis,,,,1,Cohen's d,0,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,2,Meta analysis,,,,1,Cohen's d,146,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,3,Meta analysis,,,,1,Cohen's d,0.01,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,4,Meta analysis,,,,1,Cohen's d,0.02,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,5,Meta analysis,,,,1,Cohen's d,0.19,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,6,Meta analysis,,,,1,Cohen's d,0.62,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,7,Meta analysis,,,,1,Cohen's d,0.62,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,8,Meta analysis,,,,1,Cohen's d,0.62,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,9,Meta analysis,,,,1,Cohen's d,0.62,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,10,Meta analysis,,,,1,Cohen's d,1.38,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,11,Meta analysis,,,,1,Cohen's d,1.38,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,12,Meta analysis,,,,1,Cohen's d,1.46,,,,,,,,,,,,,1,,,,done
10.1145/3491102.3517495,13,Meta analysis,,,,1,Cohen's d,1.46,2.11,0.78,95%,1,1,1,,,1,1,,,,,,,done
10.1145/3491102.3517495,14,Meta analysis,,,,1,Cohen's d,1.38,2.04,0.71,95%,1,1,1,,,1,1,,,,,,,done
10.1145/3491102.3517495,15,Meta analysis,,,,1,Cohen's d,1.34,2,0.68,95%,1,1,1,,,1,1,,,,,,,done
10.1145/3544548.3580942,1,paired t-test,8,.006,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3580942,2,Shapiro-Wilk test,,.63,,1,,,,,,1,,,1,1,,1,,,,,,,done
10.1145/3544548.3580942,3,ANOVA,200,.53,,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3580942,,,,,,,,,,,,,,,,,,,"Added 1 test, identifiable (Comparison of DP occurrence rates)",,,,,,done
10.1145/3544548.3581027,1,Friedman test,12,<0.05,,1,,,,,,1,,,1,1,,,1,,,1,,,done
10.1145/3544548.3581027,2,Friedman test,12,<.001,,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3581027,3,Friedman test,12,<0.05,,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3581027,4,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,5,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,6,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,7,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,8,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,9,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,10,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,11,Wilcoxon signed-rank test,12,<.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,12,Wilcoxon signed-rank test,12,<.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,13,Wilcoxon signed-rank test,12,<.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,14,Wilcoxon signed-rank test,12,<.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,15,Wilcoxon signed-rank test,12,>.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,16,Wilcoxon signed-rank test,12,>.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,17,Wilcoxon signed-rank test,12,>.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,18,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,19,Wilcoxon signed-rank test,12,<0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,20,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,21,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,22,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,23,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,24,Wilcoxon signed-rank test,12,>0.05,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,25,Mauchly's test of sphericity,16,0.66,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,26,Mauchly's test of sphericity,16,0.55,,1,,,,,,,,,,,,,,,1,,,reported as sentence with few numbers,done
10.1145/3544548.3581027,27, repeated-measures ANOVA,16,,,1,,,,,,1,,,,1,,,1,,,,,,done
10.1145/3544548.3581027,27, repeated-measures ANOVA,16,<0.05,main effect of avatar,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3581027,27, repeated-measures ANOVA,16,<0.001,main effect of control method,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3581027,27, repeated-measures ANOVA,16,<0.001,interaction effect beween avatars and control methods,1,,,,,,1,,,1,1,,,1,,,,,,done
10.1145/3544548.3581027,28,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,29,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,30,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,31,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,32,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,33,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,34,post-hoc t-test for pairwise comparisons,16,<0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,35,post-hoc t-test for pairwise comparisons,16,0.25,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,36,Mauchly's test of sphericity,16,1,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,37,Mauchly's test of sphericity,16,161,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,38,repeated-measures ANOVA,16,,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,38,repeated-measures ANOVA,16,<0.001,main effect of avatar,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,38,repeated-measures ANOVA,16,<0.001,main effect of control methods,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,38,repeated-measures ANOVA,16,<0.001,interaction effect between avatars and control methods,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,39,post-hoc t-test for pairwise comparisons,16,0.19,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,40,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,41,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,42,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,43,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,44,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,45,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,46,post-hoc t-test for pairwise comparisons,16,>0.05,,1,,,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581027,47,Wilcoxon signed-rank test,16,0.28,,1,,,,,,1,,,1,1,,,,,,1,,,done
10.1145/3544548.3581027,48,Wilcoxon signed-rank test,16,<0.01,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3544548.3581027,49,Wilcoxon signed-rank test,16,<0.01,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3544548.3581027,50,Wilcoxon signed-rank test,16,<0.05,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3544548.3581027,51,Wilcoxon signed-rank test,16,<0.01,,1,,,,,,1,,,1,1,,,,,,,,,done
10.1145/3544548.3581027,52,Wilcoxon signed-rank test,12,0.06,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3581027,53,Wilcoxon signed-rank test,12,16,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3581027,54,Wilcoxon signed-rank test,12,12,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3581027,55,Wilcoxon signed-rank test,12,11,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3581027,56,Wilcoxon signed-rank test,12,31,,1,,,,,,1,,,1,0,,,,,,,,,done
10.1145/3544548.3581087,1,repeated-measures,12,,,1,Cohen's d,0.45,,,,1,1,,,1,,1,,,,,,,done
10.1145/3544548.3581087,2,repeated-measures,12,,,1,Cohen's d,0.20,,,,1,1,,,1,,1,,,,,,,done
10.1145/3544548.3581087,3,repeated-measures,6,,,1,Cohen's d,0.86,,,,1,1,,,0,,,,,,,,,done
10.1145/3544548.3581087,4,repeated-measures,6,,,1,Cohen's d,0.01,,,,,,,,,,,,,1,,,,done
10.1145/3544548.3581087,5,repeated-measures,6,,,1,Cohen's d,0.78,,,,1,1,,,0,,,,,,,,,done
